5.544400e-03, -5.087237e-02, -5.087237e-02, -1.543460e-02, -1.543460e-02
8.316600e-03, -5.856169e-02, -5.856169e-02, -7.159683e-03, -7.159683e-03
1.108880e-02, -6.629980e-02, -6.629980e-02, 1.398271e-03, 1.398271e-03
1.386100e-02, -7.399041e-02, -7.399041e-02, 1.014296e-02, 1.014296e-02
1.663320e-02, -8.159942e-02, -8.159942e-02, 1.904029e-02, 1.904029e-02
1.940540e-02, -8.911182e-02, -8.911182e-02, 2.807526e-02, 2.807526e-02
2.217760e-02, -9.652000e-02, -9.652000e-02, 3.724024e-02, 3.724024e-02
2.494980e-02, -1.038197e-01, -1.038197e-01, 4.653098e-02, 4.653098e-02
2.772200e-02, -1.110083e-01, -1.110083e-01, 5.594490e-02, 5.594490e-02
3.049420e-02, -1.180843e-01, -1.180843e-01, 6.548036e-02, 6.548036e-02
3.326640e-02, -1.250464e-01, -1.250464e-01, 7.513625e-02, 7.513625e-02
3.603860e-02, -1.318939e-01, -1.318939e-01, 8.491182e-02, 8.491182e-02
3.881080e-02, -1.386264e-01, -1.386264e-01, 9.480652e-02, 9.480652e-02
4.158300e-02, -1.452433e-01, -1.452433e-01, 1.048199e-01, 1.048199e-01
4.435520e-02, -1.517445e-01, -1.517445e-01, 1.149518e-01, 1.149518e-01
4.712740e-02, -1.581295e-01, -1.581295e-01, 1.252018e-01, 1.252018e-01
4.989960e-02, -1.643984e-01, -1.643984e-01, 1.355699e-01, 1.355699e-01
5.267180e-02, -1.705509e-01, -1.705509e-01, 1.460559e-01, 1.460559e-01
5.544400e-02, -1.765869e-01, -1.765869e-01, 1.566596e-01, 1.566596e-01
5.821620e-02, -1.825064e-01, -1.825064e-01, 1.673809e-01, 1.673809e-01
6.098840e-02, -1.883092e-01, -1.883092e-01, 1.782199e-01, 1.782199e-01
6.376060e-02, -1.939953e-01, -1.939953e-01, 1.891764e-01, 1.891764e-01
6.653280e-02, -1.995646e-01, -1.995646e-01, 2.002504e-01, 2.002504e-01
6.930500e-02, -2.050171e-01, -2.050171e-01, 2.114418e-01, 2.114418e-01
7.207720e-02, -2.103528e-01, -2.103528e-01, 2.227507e-01, 2.227507e-01
7.484940e-02, -2.155717e-01, -2.155717e-01, 2.341769e-01, 2.341769e-01
7.762160e-02, -2.206736e-01, -2.206736e-01, 2.457204e-01, 2.457204e-01
8.039380e-02, -2.256586e-01, -2.256586e-01, 2.573813e-01, 2.573813e-01
8.316600e-02, -2.305267e-01, -2.305267e-01, 2.691595e-01, 2.691595e-01
8.593820e-02, -2.352778e-01, -2.352778e-01, 2.810549e-01, 2.810549e-01
8.871040e-02, -2.399120e-01, -2.399120e-01, 2.930676e-01, 2.930676e-01
9.148260e-02, -2.444291e-01, -2.444291e-01, 3.051976e-01, 3.051976e-01
9.425480e-02, -2.488293e-01, -2.488293e-01, 3.174448e-01, 3.174448e-01
9.702700e-02, -2.531124e-01, -2.531124e-01, 3.298093e-01, 3.298093e-01
9.979920e-02, -2.572786e-01, -2.572786e-01, 3.422910e-01, 3.422910e-01
1.025714e-01, -2.613277e-01, -2.613277e-01, 3.548899e-01, 3.548899e-01
1.053436e-01, -2.652598e-01, -2.652598e-01, 3.676060e-01, 3.676060e-01
1.081158e-01, -2.690748e-01, -2.690748e-01, 3.804393e-01, 3.804393e-01
1.108880e-01, -2.727728e-01, -2.727728e-01, 3.933898e-01, 3.933898e-01
1.136602e-01, -2.763537e-01, -2.763537e-01, 4.064574e-01, 4.064574e-01
1.164324e-01, -2.798176e-01, -2.798176e-01, 4.196423e-01, 4.196423e-01
1.192046e-01, -2.831644e-01, -2.831644e-01, 4.329443e-01, 4.329443e-01
1.219768e-01, -2.863942e-01, -2.863942e-01, 4.463636e-01, 4.463636e-01
1.247490e-01, -2.895069e-01, -2.895069e-01, 4.599000e-01, 4.599000e-01
1.275212e-01, -2.925025e-01, -2.925025e-01, 4.735535e-01, 4.735535e-01
1.302934e-01, -2.953810e-01, -2.953810e-01, 4.873243e-01, 4.873243e-01
1.330656e-01, -2.981425e-01, -2.981425e-01, 5.012121e-01, 5.012121e-01
1.358378e-01, -3.007869e-01, -3.007869e-01, 5.152172e-01, 5.152172e-01
1.386100e-01, -3.033142e-01, -3.033142e-01, 5.293394e-01, 5.293394e-01
