-4.712740e-02, -3.102573e-01, -3.102573e-01, 3.102573e-01, 3.102573e-01
-4.435520e-02, -2.920141e-01, -2.920141e-01, 2.920141e-01, 2.920141e-01
-4.158300e-02, -2.737713e-01, -2.737713e-01, 2.737713e-01, 2.737713e-01
-3.881080e-02, -2.555291e-01, -2.555291e-01, 2.555291e-01, 2.555291e-01
-3.603860e-02, -2.372877e-01, -2.372877e-01, 2.372877e-01, 2.372877e-01
-3.326640e-02, -2.190472e-01, -2.190472e-01, 2.190472e-01, 2.190472e-01
-3.049420e-02, -2.008079e-01, -2.008079e-01, 2.008079e-01, 2.008079e-01
-2.772200e-02, -1.825700e-01, -1.825700e-01, 1.825700e-01, 1.825700e-01
-2.494980e-02, -1.643342e-01, -1.643342e-01, 1.643342e-01, 1.643342e-01
-2.217760e-02, -1.461012e-01, -1.461012e-01, 1.461012e-01, 1.461012e-01
-1.940540e-02, -1.278722e-01, -1.278722e-01, 1.278722e-01, 1.278722e-01
-1.663320e-02, -1.096492e-01, -1.096492e-01, 1.096492e-01, 1.096492e-01
-1.386100e-02, -9.143563e-02, -9.143563e-02, 9.143563e-02, 9.143563e-02
-1.108880e-02, -7.323874e-02, -7.323874e-02, 7.323874e-02, 7.323874e-02
-8.316600e-03, -5.507499e-02, -5.507499e-02, 5.507499e-02, 5.507499e-02
-5.544400e-03, -3.699321e-02, -3.699321e-02, 3.699321e-02, 3.699321e-02
-2.772200e-03, -1.922613e-02, -1.922613e-02, 1.922613e-02, 1.922613e-02
0.000000e+00, -6.057462e-03, -6.057462e-03, 6.057462e-03, 6.057462e-03
2.772200e-03, -1.922613e-02, -1.922613e-02, 1.922613e-02, 1.922613e-02
5.544400e-03, -3.699321e-02, -3.699321e-02, 3.699321e-02, 3.699321e-02
8.316600e-03, -5.507499e-02, -5.507499e-02, 5.507499e-02, 5.507499e-02
1.108880e-02, -7.323874e-02, -7.323874e-02, 7.323874e-02, 7.323874e-02
1.386100e-02, -9.143563e-02, -9.143563e-02, 9.143563e-02, 9.143563e-02
1.663320e-02, -1.096492e-01, -1.096492e-01, 1.096492e-01, 1.096492e-01
1.940540e-02, -1.278722e-01, -1.278722e-01, 1.278722e-01, 1.278722e-01
2.217760e-02, -1.461012e-01, -1.461012e-01, 1.461012e-01, 1.461012e-01
2.494980e-02, -1.643342e-01, -1.643342e-01, 1.643342e-01, 1.643342e-01
2.772200e-02, -1.825700e-01, -1.825700e-01, 1.825700e-01, 1.825700e-01
3.049420e-02, -2.008079e-01, -2.008079e-01, 2.008079e-01, 2.008079e-01
3.326640e-02, -2.190472e-01, -2.190472e-01, 2.190472e-01, 2.190472e-01
3.603860e-02, -2.372877e-01, -2.372877e-01, 2.372877e-01, 2.372877e-01
3.881080e-02, -2.555291e-01, -2.555291e-01, 2.555291e-01, 2.555291e-01
4.158300e-02, -2.737713e-01, -2.737713e-01, 2.737713e-01, 2.737713e-01
4.435520e-02, -2.920141e-01, -2.920141e-01, 2.920141e-01, 2.920141e-01
4.712740e-02, -3.102573e-01, -3.102573e-01, 3.102573e-01, 3.102573e-01
4.989960e-02, -3.285010e-01, -3.285010e-01, 3.285010e-01, 3.285010e-01
5.267180e-02, -3.467450e-01, -3.467450e-01, 3.467450e-01, 3.467450e-01
5.544400e-02, -3.649893e-01, -3.649893e-01, 3.649893e-01, 3.649893e-01
5.821620e-02, -3.832339e-01, -3.832339e-01, 3.832339e-01, 3.832339e-01
6.098840e-02, -4.014786e-01, -4.014786e-01, 4.014786e-01, 4.014786e-01
6.376060e-02, -4.197236e-01, -4.197236e-01, 4.197236e-01, 4.197236e-01
6.653280e-02, -4.379687e-01, -4.379687e-01, 4.379687e-01, 4.379687e-01
6.930500e-02, -4.562140e-01, -4.562140e-01, 4.562140e-01, 4.562140e-01
7.207720e-02, -4.744594e-01, -4.744594e-01, 4.744594e-01, 4.744594e-01
7.484940e-02, -4.927049e-01, -4.927049e-01, 4.927049e-01, 4.927049e-01
7.762160e-02, -5.109506e-01, -5.109506e-01, 5.109506e-01, 5.109506e-01
8.039380e-02, -5.291963e-01, -5.291963e-01, 5.291963e-01, 5.291963e-01
8.316600e-02, -5.474421e-01, -5.474421e-01, 5.474421e-01, 5.474421e-01
8.593820e-02, -5.656879e-01, -5.656879e-01, 5.656879e-01, 5.656879e-01
8.871040e-02, -5.839339e-01, -5.839339e-01, 5.839339e-01, 5.839339e-01
9.148260e-02, -6.021799e-01, -6.021799e-01, 6.021799e-01, 6.021799e-01
9.425480e-02, -6.204259e-01, -6.204259e-01, 6.204259e-01, 6.204259e-01
9.702700e-02, -6.386720e-01, -6.386720e-01, 6.386720e-01, 6.386720e-01
9.979920e-02, -6.569182e-01, -6.569182e-01, 6.569182e-01, 6.569182e-01
1.025714e-01, -6.751644e-01, -6.751644e-01, 6.751644e-01, 6.751644e-01
1.053436e-01, -6.934106e-01, -6.934106e-01, 6.934106e-01, 6.934106e-01
1.081158e-01, -7.116569e-01, -7.116569e-01, 7.116569e-01, 7.116569e-01
1.108880e-01, -7.299032e-01, -7.299032e-01, 7.299032e-01, 7.299032e-01
1.136602e-01, -7.481495e-01, -7.481495e-01, 7.481495e-01, 7.481495e-01
1.164324e-01, -7.663959e-01, -7.663959e-01, 7.663959e-01, 7.663959e-01
1.192046e-01, -7.846423e-01, -7.846423e-01, 7.846423e-01, 7.846423e-01
1.219768e-01, -8.028887e-01, -8.028887e-01, 8.028887e-01, 8.028887e-01
1.247490e-01, -8.211352e-01, -8.211352e-01, 8.211352e-01, 8.211352e-01
1.275212e-01, -8.393816e-01, -8.393816e-01, 8.393816e-01, 8.393816e-01
1.302934e-01, -8.576281e-01, -8.576281e-01, 8.576281e-01, 8.576281e-01
1.330656e-01, -8.758746e-01, -8.758746e-01, 8.758746e-01, 8.758746e-01
1.358378e-01, -8.941212e-01, -8.941212e-01, 8.941212e-01, 8.941212e-01
1.386100e-01, -9.123677e-01, -9.123677e-01, 9.123677e-01, 9.123677e-01
